LOC,CyclomaticComplexity,Methods,Classes,CBO,LCOM,DIT,RFC,NOC,WMC,CommentRatio,MaintainabilityIndex,Quality
799,13,58,16,12,49,1,182,10,35,0.35,68,Average
771,33,55,14,13,90,6,38,5,93,0.13,16,Poor
1021,19,18,3,14,85,2,175,5,66,0.45,44,Poor
283,49,7,8,2,22,6,21,2,74,0.4,45,Poor
174,1,47,1,10,79,2,44,9,81,0.48,72,Average
697,43,7,20,3,7,3,56,1,24,0.05,49,Poor
27,28,51,8,6,6,2,104,5,81,0.26,62,Average
424,46,32,20,5,60,5,192,10,76,0.43,34,Poor
926,12,33,1,2,22,4,72,2,70,0.29,76,Good
273,45,49,3,6,23,6,198,3,21,0.2,54,Average
627,39,27,17,20,36,4,114,4,45,0.37,40,Poor
34,42,57,9,9,96,3,21,0,9,0.25,30,Poor
900,6,44,15,0,95,2,86,9,99,0.46,69,Average
154,37,17,11,14,45,8,99,7,39,0.38,46,Poor
1138,48,13,8,18,21,1,181,5,53,0.23,30,Poor
684,26,30,15,14,19,3,193,6,54,0.47,60,Average
668,25,56,5,12,46,1,116,10,23,0.08,47,Poor
464,7,2,13,15,19,5,91,3,3,0.25,77,Good
641,36,18,8,6,62,8,115,6,21,0.24,55,Average
142,23,7,3,10,90,8,160,4,19,0.12,47,Poor
463,27,32,1,9,80,3,91,10,40,0.34,51,Average
269,39,9,17,9,43,6,181,2,48,0.28,46,Poor
149,2,29,12,13,31,4,88,3,41,0.32,81,Good
594,36,22,19,10,89,4,37,5,81,0.29,26,Poor
505,16,32,19,15,2,6,135,1,50,0.38,76,Good
678,6,34,16,14,77,5,22,7,50,0.39,63,Average
313,24,55,2,15,31,4,167,0,42,0.18,55,Average
1008,36,10,9,10,62,6,159,8,26,0.41,56,Average
405,39,39,4,9,93,1,193,3,68,0.4,32,Poor
528,25,28,1,9,33,4,41,4,4,0.01,63,Average
883,6,24,15,4,57,7,147,2,77,0.22,68,Average
240,18,30,9,6,90,8,77,2,76,0.06,36,Poor
273,4,56,11,17,61,6,41,5,93,0.19,44,Poor
909,42,21,13,5,41,1,169,4,42,0.28,52,Average
100,33,4,5,15,8,2,40,2,14,0.26,55,Average
208,49,24,12,10,10,7,92,1,64,0.2,31,Poor
1094,27,42,13,4,70,2,58,7,21,0.06,50,Average
485,16,4,18,0,6,4,127,0,6,0.11,85,Good
332,9,33,11,10,49,7,9,8,98,0.14,48,Poor
869,36,5,2,6,75,1,58,3,75,0.25,36,Poor
185,38,57,12,16,21,7,59,2,69,0.0,32,Poor
596,18,36,12,16,49,3,56,9,33,0.17,52,Average
553,26,8,10,14,3,8,159,10,86,0.26,53,Average
439,12,8,2,12,13,4,56,9,95,0.37,72,Average
458,38,53,10,11,59,1,170,10,30,0.28,42,Poor
464,33,2,10,0,27,3,90,3,64,0.47,70,Average
690,30,26,20,5,62,8,148,9,37,0.4,65,Average
528,5,40,4,0,3,1,7,4,1,0.15,100,Good
1183,11,7,2,11,27,4,113,5,10,0.14,78,Good
65,20,50,2,3,38,3,72,7,27,0.06,70,Average
82,31,12,1,3,11,4,121,9,89,0.28,58,Average
66,45,37,16,2,93,3,60,1,51,0.34,32,Poor
96,32,28,15,13,22,1,152,0,85,0.03,33,Poor
596,47,31,7,8,3,5,53,3,89,0.22,33,Poor
110,37,54,14,17,89,8,64,0,37,0.18,27,Poor
772,30,53,16,17,20,6,173,5,93,0.28,37,Poor
676,48,41,12,13,22,7,100,7,45,0.38,38,Poor
1032,44,35,14,11,55,2,159,4,18,0.17,36,Poor
975,29,49,18,5,5,6,134,10,19,0.3,77,Good
346,37,9,7,12,10,7,33,8,70,0.02,32,Poor
1198,1,17,18,5,94,4,180,5,63,0.06,59,Average
1143,26,34,13,7,73,6,196,6,89,0.38,43,Poor
482,41,42,15,4,88,4,188,0,65,0.4,41,Poor
315,5,45,10,7,96,7,82,3,70,0.32,59,Average
68,2,2,10,3,26,3,179,1,9,0.13,87,Good
884,23,43,13,0,89,5,92,6,48,0.1,52,Average
999,41,40,19,1,86,8,13,7,41,0.18,38,Poor
989,25,49,18,3,54,6,180,7,4,0.19,69,Average
197,31,17,18,2,10,4,190,10,13,0.23,73,Average
514,39,31,2,10,39,8,60,9,53,0.05,39,Poor
282,38,56,1,16,56,2,133,2,60,0.14,30,Poor
814,35,42,2,8,74,2,183,8,63,0.09,33,Poor
620,11,3,10,19,42,7,33,10,20,0.48,68,Average
427,31,32,8,0,49,3,101,0,39,0.09,55,Average
1030,15,46,15,3,12,3,40,2,95,0.49,84,Good
1172,2,29,16,11,89,7,10,8,89,0.18,55,Average
237,27,31,2,8,55,7,22,1,12,0.13,60,Average
752,31,26,17,7,17,2,11,2,12,0.29,73,Average
422,29,43,18,11,71,5,127,1,85,0.09,30,Poor
257,36,3,8,6,18,5,39,6,2,0.19,66,Average
44,8,34,9,18,67,1,82,2,41,0.46,66,Average
457,13,43,16,15,61,4,30,2,50,0.28,61,Average
1128,5,10,5,16,18,2,127,8,10,0.28,79,Good
866,41,24,8,8,52,1,197,6,6,0.44,57,Average
76,13,43,12,12,57,4,196,2,62,0.31,62,Average
852,42,56,6,7,76,5,132,1,56,0.3,36,Poor
155,36,6,5,20,5,6,76,6,36,0.23,44,Poor
641,35,39,11,9,60,8,103,9,89,0.28,41,Poor
1195,9,31,11,2,88,8,92,8,67,0.31,62,Average
535,41,18,9,9,76,4,85,5,31,0.28,38,Poor
647,13,53,11,16,86,7,76,4,77,0.21,45,Poor
405,50,40,5,9,24,6,187,8,71,0.16,32,Poor
1085,12,8,10,20,31,4,158,10,44,0.09,57,Average
1037,24,16,13,15,91,5,150,7,69,0.17,29,Poor
167,17,8,13,17,50,1,22,3,33,0.46,65,Average
1147,38,53,9,16,72,7,55,4,7,0.49,51,Average
1022,39,7,16,13,49,6,35,2,24,0.06,29,Poor
104,5,18,4,17,68,5,37,1,96,0.34,50,Average
101,43,37,2,0,14,6,164,4,37,0.21,56,Average
471,40,39,19,8,70,6,65,2,3,0.28,47,Poor
470,11,52,13,6,69,1,46,1,74,0.37,64,Average
1015,8,7,8,13,28,4,122,9,22,0.45,81,Good
592,7,1,8,9,55,7,119,3,30,0.05,61,Average
856,46,29,15,4,94,7,162,6,3,0.27,39,Poor
440,44,32,14,16,43,6,10,7,65,0.31,31,Poor
440,24,10,3,19,89,7,48,6,27,0.11,32,Poor
849,18,16,10,7,48,8,11,10,73,0.12,49,Poor
946,46,52,1,12,73,6,97,6,3,0.25,37,Poor
888,6,28,9,11,29,5,98,4,62,0.08,62,Average
1079,39,34,7,1,48,6,17,3,12,0.35,60,Average
209,40,45,18,1,32,2,139,4,58,0.07,42,Poor
912,18,56,6,7,52,5,47,8,9,0.12,61,Average
126,37,42,6,9,70,8,113,2,31,0.01,30,Poor
177,5,50,4,8,100,3,141,1,100,0.23,50,Average
386,10,35,6,7,100,1,88,2,99,0.14,38,Poor
1045,33,58,2,12,17,3,17,7,20,0.42,62,Average
772,37,51,9,14,31,8,49,1,92,0.12,33,Poor
106,5,25,5,0,36,8,140,7,87,0.38,87,Good
1128,47,26,17,14,82,6,160,9,92,0.42,19,Poor
534,34,60,14,5,64,8,37,0,27,0.04,43,Poor
631,8,39,14,12,48,5,100,0,41,0.24,62,Average
461,28,50,5,14,75,3,171,4,51,0.12,28,Poor
485,29,17,16,12,59,8,100,3,60,0.07,30,Poor
522,10,58,4,9,47,1,94,7,50,0.44,77,Good
179,39,19,12,16,70,8,15,7,9,0.18,31,Poor
655,33,11,1,3,18,5,20,0,66,0.11,56,Average
780,2,29,13,10,78,8,93,9,42,0.14,58,Average
1078,38,8,15,15,55,1,175,8,94,0.37,33,Poor
157,10,60,13,10,84,8,192,10,35,0.07,51,Average
210,40,25,9,12,28,1,16,4,2,0.48,59,Average
876,37,13,14,4,54,5,58,0,9,0.08,44,Poor
563,47,31,3,7,59,3,177,7,15,0.04,35,Poor
721,40,47,12,15,33,6,166,10,42,0.26,44,Poor
1085,44,18,20,7,28,1,116,7,35,0.16,47,Poor
635,32,47,13,1,75,5,70,1,19,0.28,56,Average
529,30,58,5,3,89,6,110,6,54,0.28,46,Poor
186,16,11,20,15,84,2,85,0,56,0.2,44,Poor
335,27,31,1,10,47,2,83,3,63,0.44,58,Average
831,38,14,13,13,30,5,67,9,22,0.17,49,Poor
689,38,25,3,3,10,2,193,0,20,0.27,68,Average
209,45,42,5,1,0,8,50,0,18,0.15,60,Average
751,43,37,3,1,21,5,89,1,5,0.5,69,Average
100,40,1,7,5,50,8,32,4,76,0.15,39,Poor
166,40,19,5,2,59,5,45,10,100,0.35,36,Poor
1036,39,15,10,1,50,6,175,2,89,0.24,44,Poor
754,33,20,10,20,90,7,112,3,40,0.33,27,Poor
512,30,10,5,1,10,1,155,1,19,0.05,69,Average
278,10,47,3,9,98,6,181,5,75,0.12,47,Poor
911,27,8,18,18,38,4,126,10,5,0.18,51,Average
412,23,5,2,1,32,7,52,7,60,0.33,72,Average
682,29,9,11,13,84,6,197,9,90,0.09,19,Poor
533,27,6,16,10,18,1,40,3,66,0.3,57,Average
434,47,12,14,1,98,1,166,5,92,0.17,24,Poor
783,22,1,4,15,98,4,59,2,43,0.34,45,Poor
580,34,26,17,18,78,4,116,0,59,0.48,39,Poor
1140,19,35,15,1,36,6,9,6,76,0.31,65,Average
991,27,60,15,19,73,4,85,9,29,0.22,36,Poor
99,15,43,19,8,50,5,6,8,30,0.02,61,Average
509,26,1,14,1,9,5,142,8,54,0.01,67,Average
647,50,39,2,15,74,4,141,10,71,0.14,5,Poor
500,25,36,11,5,69,4,8,10,55,0.04,49,Poor
522,31,2,4,4,95,5,48,10,38,0.34,50,Average
351,28,14,6,11,12,5,84,8,89,0.27,47,Poor
176,10,56,4,0,30,2,199,4,23,0.06,83,Good
711,8,33,18,14,65,2,128,10,79,0.14,45,Poor
749,6,23,6,12,24,5,190,0,80,0.4,70,Average
149,11,10,11,5,66,4,127,10,45,0.01,60,Average
905,7,52,17,12,27,3,53,9,82,0.24,69,Average
157,48,15,16,17,98,8,104,5,83,0.18,5,Poor
94,29,13,1,18,45,1,175,5,84,0.17,26,Poor
665,30,6,5,3,76,2,156,2,61,0.25,51,Average
717,8,40,2,20,40,4,84,8,55,0.15,49,Poor
132,20,43,5,8,48,3,76,5,53,0.49,72,Average
765,5,32,10,9,52,1,11,4,42,0.09,62,Average
301,34,39,20,3,46,2,29,4,99,0.17,37,Poor
394,37,14,19,2,29,1,75,4,98,0.28,51,Average
183,46,36,19,17,38,5,30,6,97,0.47,27,Poor
880,6,43,11,8,94,1,40,1,13,0.47,81,Good
28,7,58,16,1,60,6,108,8,14,0.13,83,Good
1169,16,6,11,5,23,2,166,0,61,0.11,63,Average
366,48,53,17,7,52,1,179,8,35,0.29,38,Poor
1028,36,16,2,13,27,7,54,8,38,0.17,45,Poor
862,38,19,9,7,78,2,185,6,33,0.32,46,Poor
22,8,26,19,6,95,5,181,2,74,0.09,55,Average
265,43,16,5,1,29,4,195,0,94,0.04,36,Poor
292,14,18,4,18,0,4,188,1,90,0.01,44,Poor
719,14,29,5,4,92,2,99,5,53,0.19,59,Average
583,29,43,7,20,18,4,104,5,25,0.43,62,Average
517,32,32,9,13,6,5,5,6,60,0.08,40,Poor
959,34,19,7,13,14,5,41,4,36,0.09,41,Poor
989,49,34,3,18,58,6,82,10,29,0.22,21,Poor
996,25,18,6,15,28,8,39,0,100,0.12,39,Poor
807,15,36,17,20,18,2,73,5,67,0.13,45,Poor
576,43,34,10,12,2,2,150,1,31,0.45,57,Average
520,49,43,18,19,73,3,165,7,68,0.0,5,Poor
690,50,45,18,13,72,6,5,7,25,0.09,19,Poor
890,17,45,9,18,25,7,176,9,73,0.28,49,Poor
798,31,40,7,7,41,1,91,5,61,0.38,59,Average
702,32,15,14,17,2,2,31,9,18,0.12,46,Poor
439,30,27,18,2,13,8,188,2,29,0.37,74,Average
779,7,3,9,0,75,7,35,4,83,0.29,71,Average
448,6,22,8,19,15,2,69,9,69,0.37,67,Average
110,31,45,9,17,21,1,130,3,53,0.44,49,Poor
201,33,38,8,18,35,1,114,5,46,0.38,48,Poor
356,2,48,4,20,73,1,175,4,25,0.09,51,Average
499,48,3,6,6,26,4,38,4,59,0.03,34,Poor
482,40,9,2,3,92,4,98,10,97,0.44,34,Poor
904,10,45,3,5,60,7,6,2,48,0.02,58,Average
880,7,6,6,6,9,3,111,1,56,0.11,74,Average
565,46,34,18,16,75,6,120,2,77,0.27,20,Poor
461,29,28,6,19,56,5,85,4,78,0.11,20,Poor
421,26,19,13,17,59,2,153,1,89,0.06,21,Poor
490,48,45,18,3,71,8,106,10,75,0.36,31,Poor
128,34,12,18,7,16,4,17,8,78,0.27,48,Poor
514,35,36,3,10,67,2,71,4,43,0.27,38,Poor
110,28,32,7,4,28,2,137,2,80,0.22,56,Average
1139,6,48,11,14,21,5,91,0,5,0.38,81,Good
69,47,2,3,10,21,2,26,3,62,0.48,43,Poor
919,35,42,12,1,100,1,189,2,46,0.16,44,Poor
255,33,42,10,9,33,3,26,8,19,0.3,63,Average
1125,31,19,16,16,98,2,43,2,98,0.14,18,Poor
106,21,25,16,1,64,7,124,0,6,0.3,69,Average
555,16,25,12,20,43,2,97,8,36,0.27,55,Average
793,37,8,8,13,19,5,135,3,42,0.18,40,Poor
769,20,53,6,18,48,1,146,0,81,0.23,42,Poor
445,16,27,20,19,71,8,163,5,3,0.39,65,Average
1096,12,9,3,1,34,1,36,6,33,0.42,85,Good
1158,34,48,1,8,80,5,169,2,71,0.47,46,Poor
529,34,13,13,6,67,2,107,4,32,0.08,38,Poor
309,45,26,20,9,92,3,138,9,83,0.33,21,Poor
854,20,11,1,7,53,3,99,8,56,0.11,52,Average
535,6,30,2,12,37,7,45,5,97,0.19,58,Average
106,12,26,8,11,43,3,80,3,94,0.01,42,Poor
982,25,20,14,8,37,1,62,1,48,0.12,56,Average
1082,12,54,9,10,92,3,124,9,90,0.03,37,Poor
96,19,44,2,9,30,4,60,3,98,0.41,59,Average
1097,17,38,11,3,50,4,41,1,12,0.05,72,Average
951,34,30,4,17,6,4,66,9,12,0.32,55,Average
1028,14,9,13,20,41,4,15,6,5,0.36,62,Average
1054,32,49,11,12,12,8,133,6,100,0.28,48,Poor
37,1,59,6,6,3,1,155,1,43,0.39,94,Good
1145,9,54,20,16,1,4,181,6,43,0.24,75,Good
560,47,19,20,3,92,7,5,9,88,0.11,17,Poor
728,9,57,2,2,39,2,36,8,82,0.39,77,Good
242,35,19,8,7,50,8,92,0,76,0.07,36,Poor
418,11,53,6,6,77,3,23,3,58,0.14,57,Average
876,5,6,9,1,89,5,38,8,69,0.2,61,Average
771,41,2,11,7,63,7,114,6,96,0.02,16,Poor
258,48,9,14,0,5,4,19,8,27,0.18,58,Average
201,49,2,13,4,87,8,23,5,96,0.11,11,Poor
467,17,58,11,11,6,7,135,8,24,0.22,70,Average
1014,41,55,16,13,97,3,164,3,68,0.42,25,Poor
102,8,16,10,17,0,8,54,5,39,0.12,74,Average
1146,48,58,17,4,52,1,59,3,83,0.19,26,Poor
129,7,43,12,14,88,1,160,0,65,0.18,53,Average
152,19,19,19,5,2,8,70,9,22,0.2,84,Good
1193,40,41,14,19,73,7,173,4,71,0.32,25,Poor
954,6,57,17,9,18,6,153,6,82,0.48,80,Good
320,22,37,4,9,2,5,150,9,25,0.48,81,Good
241,12,54,8,9,99,3,115,6,73,0.28,45,Poor
855,40,45,1,17,60,3,106,10,16,0.23,35,Poor
82,42,29,6,6,39,4,138,9,29,0.16,50,Average
760,42,16,17,4,84,1,77,0,45,0.48,51,Average
261,10,58,19,19,55,6,12,8,19,0.2,58,Average
1135,44,10,14,8,11,7,151,6,45,0.2,43,Poor
463,1,36,16,13,12,3,53,8,41,0.29,79,Good
535,13,50,9,12,69,3,66,9,99,0.16,46,Poor
576,41,58,2,0,21,8,197,3,1,0.0,60,Average
909,39,26,13,2,7,2,200,6,65,0.1,47,Poor
415,40,22,1,1,8,7,140,0,79,0.32,53,Average
620,41,39,3,10,6,8,109,2,81,0.26,47,Poor
927,42,27,5,1,93,6,61,10,36,0.14,38,Poor
922,29,39,10,12,20,1,187,7,18,0.36,66,Average
286,39,9,12,0,71,2,195,7,93,0.31,42,Poor
807,4,11,19,19,8,5,10,6,68,0.34,70,Average
157,13,13,7,14,29,2,38,5,46,0.36,66,Average
434,23,59,13,3,59,2,123,0,27,0.42,69,Average
228,6,39,6,0,48,2,61,6,31,0.41,97,Good
670,9,30,16,17,73,6,101,1,25,0.11,48,Poor
1136,19,20,9,18,6,3,153,5,7,0.07,62,Average
622,33,3,4,13,35,5,18,3,58,0.1,37,Poor
228,26,31,18,3,18,8,194,7,86,0.26,58,Average
173,1,54,6,20,11,8,155,8,24,0.05,67,Average
554,34,60,14,5,73,6,193,7,94,0.34,41,Poor
498,49,28,8,17,31,2,136,2,70,0.34,27,Poor
856,2,22,8,18,96,8,194,0,64,0.39,59,Average
1135,47,41,14,12,87,2,121,7,90,0.03,6,Poor
503,26,34,5,0,46,1,101,8,19,0.04,59,Average
389,15,41,12,10,86,3,27,6,87,0.44,53,Average
50,50,22,18,14,13,5,108,9,20,0.37,48,Poor
376,5,37,5,10,72,7,121,9,6,0.28,78,Good
569,16,28,20,19,69,5,144,0,21,0.06,38,Poor
697,3,39,8,17,55,5,134,4,83,0.06,52,Average
711,48,40,17,17,80,2,170,1,37,0.17,20,Poor
1137,33,30,2,20,56,2,96,2,31,0.45,45,Poor
936,25,31,7,17,98,3,11,9,58,0.14,22,Poor
150,47,41,15,15,78,8,103,8,20,0.43,37,Poor
913,33,32,5,4,40,4,131,0,83,0.27,54,Average
1093,1,26,6,20,30,6,18,4,4,0.33,80,Good
819,25,47,20,10,87,8,150,0,4,0.34,53,Average
592,35,12,11,11,34,5,51,8,51,0.23,46,Poor
421,9,23,20,9,23,4,167,2,88,0.27,72,Average
571,26,54,8,6,69,2,92,6,22,0.13,57,Average
691,12,35,11,15,22,6,104,2,74,0.09,58,Average
473,45,15,11,16,77,6,31,3,65,0.05,11,Poor
776,24,2,16,16,33,7,148,5,3,0.3,64,Average
608,17,15,1,6,39,2,177,8,74,0.04,50,Average
1005,39,31,6,1,25,6,153,3,35,0.4,62,Average
765,14,26,10,2,41,5,121,1,42,0.41,80,Good
239,14,47,6,11,79,4,112,7,94,0.42,55,Average
219,16,52,14,14,40,1,9,9,35,0.48,68,Average
243,19,50,3,1,99,6,50,7,50,0.31,55,Average
1092,31,36,2,19,93,3,198,7,1,0.14,28,Poor
501,33,34,18,11,51,3,40,5,72,0.4,46,Poor
872,4,21,19,16,53,8,142,7,36,0.15,59,Average
303,32,46,11,16,43,5,143,10,44,0.37,48,Poor
764,21,51,20,9,22,3,82,9,16,0.48,81,Good
700,2,9,1,1,5,3,83,5,82,0.11,88,Good
495,5,16,5,20,14,6,86,1,27,0.0,62,Average
1004,3,34,7,20,81,7,147,2,88,0.05,36,Poor
602,34,34,20,12,49,8,41,7,89,0.5,42,Poor
886,29,58,15,9,82,7,43,0,17,0.18,49,Poor
363,24,19,7,2,67,4,49,8,14,0.37,69,Average
148,9,13,20,4,82,1,165,4,80,0.05,53,Average
36,6,34,8,13,33,8,45,3,92,0.28,63,Average
69,35,11,16,12,66,2,175,7,23,0.39,48,Poor
1003,30,21,9,11,71,5,128,2,49,0.08,39,Poor
86,21,10,20,2,65,8,102,10,71,0.12,49,Poor
823,4,36,6,14,15,8,49,1,59,0.34,75,Good
927,46,47,7,18,83,3,12,5,24,0.09,19,Poor
1180,40,14,14,5,12,7,88,10,75,0.04,40,Poor
503,36,36,5,7,21,6,172,5,90,0.48,59,Average
1126,14,21,18,9,34,7,36,7,93,0.32,64,Average
468,11,52,13,9,31,1,151,5,34,0.43,85,Good
1040,40,46,4,5,57,8,5,2,74,0.09,28,Poor
351,4,22,8,19,59,8,189,1,28,0.25,63,Average
303,38,36,17,7,16,3,12,10,97,0.49,50,Average
766,26,47,2,17,24,3,14,0,34,0.38,60,Average
973,34,33,17,18,56,6,180,3,89,0.37,30,Poor
1073,23,12,8,20,68,7,20,0,26,0.01,32,Poor
503,25,42,3,18,73,6,33,7,9,0.17,39,Poor
450,47,37,3,0,99,3,169,9,22,0.39,48,Poor
733,43,2,3,9,25,8,75,10,95,0.26,30,Poor
422,1,37,14,15,10,4,180,9,64,0.05,63,Average
317,26,4,5,4,14,4,45,1,88,0.46,71,Average
859,30,49,5,1,14,2,34,1,49,0.2,63,Average
390,3,8,20,1,57,3,190,5,85,0.37,82,Good
916,16,13,20,6,4,5,151,3,56,0.19,71,Average
1118,1,43,6,14,83,5,138,1,20,0.38,71,Average
380,7,6,10,0,71,7,165,8,18,0.46,85,Good
1200,43,21,5,4,76,5,101,2,3,0.42,57,Average
416,45,55,12,11,92,7,21,10,1,0.4,37,Poor
1185,39,23,5,18,63,1,29,3,59,0.06,17,Poor
410,28,60,12,17,41,6,104,4,98,0.46,40,Poor
75,17,5,5,0,18,8,18,6,16,0.18,81,Good
1001,15,36,16,8,7,3,158,9,8,0.22,78,Good
903,28,56,19,0,52,4,38,2,37,0.27,61,Average
721,21,17,6,20,82,1,61,4,5,0.12,36,Poor
54,40,24,13,15,72,8,99,6,40,0.31,32,Poor
926,38,44,12,11,36,7,49,3,33,0.24,42,Poor
300,17,30,14,0,14,1,147,0,99,0.06,66,Average
271,3,14,1,13,70,4,30,7,52,0.14,55,Average
1021,11,28,17,1,69,1,137,1,94,0.34,68,Average
239,10,38,1,3,43,1,123,1,26,0.25,82,Good
947,7,16,2,14,91,4,90,1,7,0.41,68,Average
759,34,18,16,9,25,7,49,1,91,0.1,33,Poor
1177,28,12,12,17,67,6,119,6,91,0.21,26,Poor
1036,2,14,4,17,0,6,55,10,100,0.1,62,Average
340,29,60,9,13,50,7,43,1,46,0.29,51,Average
512,9,45,16,0,4,1,73,6,54,0.21,87,Good
696,41,38,1,2,14,1,119,9,63,0.33,53,Average
536,3,2,9,18,30,2,188,9,97,0.35,67,Average
572,37,1,11,7,85,2,86,2,6,0.13,45,Poor
1047,3,52,19,9,82,8,106,9,68,0.49,77,Good
478,42,5,7,14,75,8,180,1,54,0.19,26,Poor
619,7,27,13,3,19,4,129,4,7,0.24,97,Good
565,16,15,6,10,55,3,58,8,86,0.3,53,Average
1184,8,40,15,0,8,5,47,6,85,0.07,74,Average
976,4,33,15,17,21,2,27,6,8,0.42,90,Good
76,41,52,9,3,69,2,65,5,88,0.35,42,Poor
1190,33,39,17,18,57,3,33,1,57,0.48,45,Poor
1051,41,38,10,16,3,2,144,6,34,0.15,39,Poor
349,49,8,15,11,66,4,151,7,65,0.19,15,Poor
1124,12,4,1,8,69,1,112,7,41,0.24,59,Average
388,13,25,19,2,38,7,28,10,86,0.04,57,Average
1066,32,44,19,8,21,7,148,8,20,0.23,62,Average
997,43,41,2,8,5,6,63,1,34,0.45,57,Average
887,8,23,14,1,63,4,50,7,37,0.34,85,Good
1163,15,22,13,11,13,8,153,10,86,0.32,62,Average
619,41,3,20,13,89,5,161,6,50,0.27,25,Poor
899,2,18,15,16,39,3,21,7,2,0.08,72,Average
229,25,10,6,11,74,4,166,6,36,0.27,46,Poor
20,33,37,8,8,68,7,141,8,30,0.31,51,Average
301,17,26,16,4,96,8,159,9,9,0.21,66,Average
149,6,20,3,6,14,4,96,10,97,0.49,89,Good
354,14,46,14,3,29,4,126,6,1,0.17,81,Good
109,17,21,18,16,12,7,90,0,22,0.18,64,Average
638,32,10,9,3,78,2,114,5,84,0.02,30,Poor
612,18,2,19,13,51,2,125,7,96,0.03,40,Poor
279,45,17,20,17,73,1,144,8,94,0.0,5,Poor
965,36,10,4,8,10,8,74,6,67,0.42,54,Average
483,21,40,6,12,80,7,72,8,55,0.31,51,Average
529,45,38,13,19,70,8,84,8,49,0.28,16,Poor
690,22,38,9,10,84,1,33,1,79,0.07,38,Poor
389,4,55,16,11,31,7,182,0,45,0.06,70,Average
180,28,44,2,7,76,7,58,6,41,0.12,48,Poor
277,7,33,19,8,41,6,158,0,49,0.24,68,Average
70,39,42,19,9,17,5,140,9,33,0.09,45,Poor
790,25,44,9,17,78,7,115,7,53,0.03,29,Poor
556,11,1,10,10,54,6,130,7,44,0.27,61,Average
1189,29,51,10,10,28,4,134,9,4,0.21,60,Average
776,17,52,13,12,100,3,167,2,99,0.21,32,Poor
130,7,26,11,19,77,6,63,0,2,0.35,70,Average
891,11,55,6,3,22,3,80,2,98,0.4,78,Good
999,45,43,16,9,51,3,200,5,79,0.03,16,Poor
232,6,12,9,3,11,6,133,4,69,0.4,95,Good
815,4,1,18,0,13,8,155,8,51,0.24,94,Good
1164,9,13,3,5,73,6,118,0,35,0.22,70,Average
558,11,41,14,2,18,2,47,0,27,0.26,86,Good
1000,22,15,14,11,89,7,197,8,7,0.23,52,Average
365,24,17,17,5,39,3,36,10,72,0.35,60,Average
1051,21,57,9,11,96,5,17,0,87,0.47,44,Poor
645,42,24,10,20,59,6,194,2,26,0.42,31,Poor
248,9,13,5,14,36,8,179,9,94,0.41,59,Average
943,29,58,13,6,31,5,170,10,87,0.37,58,Average
367,2,13,18,17,48,3,23,7,46,0.36,76,Good
1131,4,52,3,19,100,7,68,0,33,0.16,53,Average
418,3,25,20,7,41,3,73,9,30,0.17,77,Good
645,1,3,4,16,8,7,117,7,65,0.14,66,Average
890,23,12,9,8,32,6,71,4,55,0.03,54,Average
450,35,57,12,2,60,4,120,8,14,0.01,53,Average
676,16,42,20,3,18,8,133,8,85,0.13,68,Average
810,40,37,19,13,75,3,200,9,8,0.15,34,Poor
1005,38,45,5,15,13,5,120,10,18,0.13,44,Poor
94,6,56,20,17,95,7,186,4,23,0.13,49,Poor
1160,42,15,19,14,20,4,65,9,14,0.08,36,Poor
1145,32,2,13,5,72,4,49,8,66,0.46,56,Average
1160,14,11,5,3,5,2,8,2,30,0.09,75,Good
53,5,45,17,12,59,7,102,1,6,0.46,86,Good
1163,44,31,13,3,1,2,80,3,48,0.19,50,Average
611,4,59,8,17,37,6,171,3,83,0.47,72,Average
1065,49,4,16,8,53,3,54,5,40,0.2,37,Poor
667,44,51,4,1,0,4,192,0,59,0.42,65,Average
393,1,24,9,10,95,7,117,1,43,0.01,50,Average
912,28,58,13,13,34,2,23,0,83,0.2,42,Poor
632,6,46,3,7,36,1,119,8,42,0.05,74,Average
570,50,40,16,1,66,1,99,8,98,0.1,22,Poor
1142,13,19,18,4,48,7,45,6,78,0.23,60,Average
1101,15,35,14,17,71,2,125,8,88,0.33,45,Poor
168,24,2,12,18,54,3,97,7,10,0.28,53,Average
67,45,39,8,4,2,2,38,6,90,0.38,51,Average
950,41,34,19,17,23,7,8,4,11,0.28,40,Poor
1190,24,60,5,2,100,8,97,5,66,0.16,40,Poor
963,32,30,10,2,85,3,129,4,50,0.3,45,Poor
217,35,44,18,4,35,2,160,9,52,0.47,64,Average
565,12,11,5,19,61,6,136,9,10,0.22,56,Average
770,18,59,5,3,70,6,179,4,48,0.24,57,Average
673,28,50,17,4,0,3,37,5,64,0.42,78,Good
56,47,4,3,20,51,4,185,5,53,0.14,10,Poor
960,11,14,5,8,60,3,133,2,72,0.31,62,Average
30,4,6,16,16,83,3,46,4,92,0.23,43,Poor
299,27,5,13,17,98,6,6,7,9,0.03,30,Poor
1171,42,45,2,2,14,6,5,9,23,0.42,64,Average
196,21,12,14,2,95,1,195,5,30,0.47,69,Average
129,37,9,7,1,4,8,23,6,76,0.16,50,Average
29,31,17,3,16,73,5,148,5,90,0.15,27,Poor
308,37,34,15,13,75,4,110,5,17,0.3,39,Poor
987,50,8,14,2,79,3,126,3,40,0.41,37,Poor
456,50,47,3,1,33,6,16,2,46,0.39,56,Average
845,15,44,6,2,59,5,59,5,57,0.13,61,Average
